Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,DateTime,dayOfWeek,busyness_(%),Rain_(mm)
foreigner ,female,thin,60.0,no,no_kids,big,white,formal,brown,short_sleeve,blue,long,blankets,6,10,no,15.0,1.0,11.0,3.082902195,101.6593419,2.0,2016-02-10 12:24:13,Sunday,40,12.91
malay,female,fat,26.0,yes,young,small,white,casual,grey,short_sleeve,red,short,blankets,6,7,no,49.0,4.0,18.0,3.069848864,101.4538616,3.0,2016-02-10 12:28:10,Sunday,40,12.91
foreigner ,female,fat,31.0,no,no_kids,big,pink,casual,white,long sleeve,orange,short,clothes,3,10,yes,12.0,3.0,18.0,3.172037799,101.7852568,1.0,2016-02-10 13:55:14,Sunday,35,12.91
foreigner ,female,moderate,44.0,yes,toddler,small,red,casual,red,long sleeve,pink,short,clothes,4,9,no,35.0,0.0,13.0,3.102267817,101.7848474,2.0,2016-02-10 14:26:20,Sunday,35,12.91
indian,female,moderate,19.0,no,no_kids,big,red,formal,orange,long sleeve,black ,long,clothes,6,9,no,36.0,2.0,14.0,3.112830717,101.5959953,1.0,2016-02-10 15:01:17,Sunday,40,12.91
indian,female,fat,33.0,yes,baby,small,brown,formal,brown,long sleeve,brown,short,clothes,4,10,no,44.0,5.0,9.0,3.067119244,101.4801556,2.0,2016-02-10 15:34:15,Sunday,40,12.91
indian,female,moderate,21.0,no,no_kids,big,orange,casual,purple,long sleeve,brown,short,clothes,3,9,no,48.0,4.0,19.0,3.106068528,101.6817719,3.0,2016-02-10 15:38:50,Sunday,40,12.91
indian,female,thin,53.0,no,no_kids,small,blue,casual,yellow,short_sleeve,green,long,blankets,6,9,yes,29.0,2.0,17.0,3.024550444,101.5418508,2.0,2016-02-10 16:16:47,Sunday,45,12.91
malay,female,fat,40.0,yes,baby,big,purple,formal,black ,short_sleeve,blue_jeans,long,clothes,4,7,yes,58.0,2.0,15.0,3.1017201,101.7094948,1.0,2016-02-10 16:53:49,Sunday,45,12.91
foreigner ,female,moderate,23.0,yes,toddler,big,red,formal,blue,long sleeve,grey,short,clothes,4,8,yes,46.0,1.0,11.0,3.071790538,101.4359092,2.0,2016-02-10 17:33:12,Sunday,55,12.91
foreigner ,female,moderate,27.0,no,no_kids,big,grey,traditional,yellow,long sleeve,brown,long,blankets,4,8,yes,38.0,1.0,17.0,3.054190352,101.4433592,2.0,2016-02-10 18:16:28,Sunday,65,12.91
chinese,female,thin,37.0,no,no_kids,big,blue,casual,brown,short_sleeve,blue ,short,clothes,5,7,no,54.0,4.0,18.0,3.101147071,101.5768851,2.0,2016-02-10 20:41:23,Sunday,70,12.91
chinese,female,moderate,24.0,no,no_kids,small,purple,casual,pink,short_sleeve,grey,short,blankets,6,8,no,40.0,0.0,10.0,3.149095802,101.7598699,1.0,2016-02-10 21:51:00,Sunday,70,12.91
chinese,male,moderate,18.0,no,no_kids,small,pink,traditional,grey,short_sleeve,orange,short,clothes,3,9,no,17.0,0.0,21.0,3.164965043,101.6457551,1.0,2016-02-10 22:02:42,Sunday,70,12.91
malay,female,moderate,42.0,yes,toddler ,small,grey,traditional,black,long sleeve,blue ,short,clothes,3,9,yes,25.0,1.0,10.0,3.018302448,101.5069114,3.0,2016-02-10 22:46:01,Sunday,70,12.91
malay,male,fat,56.0,no,no_kids,big,orange,formal,pink,short_sleeve,black ,long,clothes,5,10,no,53.0,3.0,8.0,3.022061312,101.4079785,3.0,2016-02-10 23:17:32,Sunday,65,12.91
foreigner ,female,thin,19.0,no,no_kids,small,red,formal,yellow,long sleeve,black ,short,blankets,5,9,yes,59.0,0.0,10.0,2.984485246,101.5151542,1.0,2016-02-10 23:32:03,Sunday,65,12.91
foreigner ,male,fat,44.0,no,no_kids,small,orange,casual,blue,short_sleeve,yellow,short,clothes,6,9,yes,23.0,3.0,19.0,3.086632288,101.6055722,3.0,2016-02-10 23:39:12,Sunday,65,12.91
indian,female,thin,33.0,no,no_kids,big,white,formal,purple,short_sleeve,orange,long,clothes,5,10,yes,11.0,2.0,11.0,3.181634909,101.7531818,2.0,2016-02-10 23:47:14,Sunday,65,12.91
chinese,male,fat,23.0,no,no_kids,big,yellow,traditional,yellow,short_sleeve,purple,short,blankets,6,8,yes,14.0,3.0,20.0,3.118358818,101.7048619,2.0,2016-02-10 23:58:03,Sunday,65,12.91
indian,female,fat,47.0,yes,toddler,small,orange,casual,brown,short_sleeve,brown,long,clothes,4,9,yes,44.0,3.0,7.0,3.078210594,101.649841,3.0,2016-02-11 00:11:10,Wednesday,50,26.37
chinese,male,moderate,36.0,no,no_kids,big,red,casual,grey,short_sleeve,black,long,blankets,5,7,yes,16.0,5.0,10.0,3.078139689,101.5661112,3.0,2016-02-11 00:47:14,Wednesday,50,26.37
indian,male,fat,18.0,no,no_kids,big,white,traditional,red,long sleeve,black,long,blankets,4,8,no,36.0,5.0,19.0,2.990931134,101.5288265,3.0,2016-02-11 00:47:23,Wednesday,50,26.37
chinese,male,fat,60.0,no,no_kids,small,green,formal,pink,long sleeve,pink,short,blankets,3,7,no,56.0,5.0,15.0,2.992084544,101.4098426,3.0,2016-02-11 01:02:56,Wednesday,50,26.37
foreigner ,male,moderate,19.0,yes,young,small,white,casual,red,short_sleeve,brown,long,clothes,3,7,yes,30.0,3.0,8.0,3.002421636,101.3927936,3.0,2016-02-11 02:18:43,Wednesday,50,26.37
malay,male,thin,46.0,no,no_kids,small,red,casual,pink,short_sleeve,red,long,blankets,4,7,yes,42.0,0.0,14.0,3.089726159,101.5423263,3.0,2016-02-11 02:37:51,Wednesday,50,26.37
indian,male,fat,23.0,yes,toddler ,small,red,casual,orange,long sleeve,green,long,blankets,6,8,no,45.0,0.0,15.0,3.143117012,101.719466,2.0,2016-02-11 05:20:41,Wednesday,45,26.37
chinese,female,moderate,30.0,no,no_kids,big,yellow,traditional,green,long sleeve,grey,short,blankets,4,7,no,59.0,1.0,13.0,3.107391245,101.6943634,1.0,2016-02-11 05:48:49,Wednesday,45,26.37
chinese,female,fat,34.0,yes,baby,big,grey,traditional,red,long sleeve,red,short,blankets,3,9,yes,57.0,0.0,12.0,3.078853421,101.7035869,3.0,2016-02-11 06:07:07,Wednesday,35,26.37
foreigner ,female,thin,55.0,yes,toddler,big,grey,formal,brown,long sleeve,orange,short,clothes,5,8,no,43.0,0.0,7.0,3.028522145,101.4134725,3.0,2016-02-11 06:21:56,Wednesday,35,26.37
foreigner ,male,thin,23.0,no,no_kids,big,pink,traditional,black,long sleeve,pink,long,clothes,4,9,yes,30.0,0.0,15.0,2.984555332,101.5325,2.0,2016-02-11 07:22:23,Wednesday,30,26.37
indian,male,moderate,26.0,yes,baby,big,blue,casual,white,long sleeve,black ,short,clothes,4,8,no,46.0,0.0,8.0,3.132081994,101.5925046,3.0,2016-02-11 08:47:09,Wednesday,25,26.37
indian,female,moderate,58.0,no,no_kids,big,grey,casual,yellow,short_sleeve,brown,short,blankets,4,9,yes,44.0,0.0,11.0,3.030730438,101.5297429,3.0,2016-02-11 09:00:23,Wednesday,20,26.37
malay,male,moderate,41.0,yes,toddler,big,blue,formal,brown,long sleeve,blue_jeans,long,blankets,5,10,yes,12.0,2.0,8.0,3.175194459,101.7493575,2.0,2016-02-11 09:03:55,Wednesday,20,26.37
chinese,male,moderate,47.0,yes,young,big,brown,formal,blue,long sleeve,grey,long,blankets,4,7,no,38.0,4.0,13.0,3.089274193,101.6459583,2.0,2016-02-11 10:19:32,Wednesday,15,26.37
malay,male,thin,53.0,no,no_kids,small,red,formal,pink,long sleeve,blue,short,clothes,3,7,yes,46.0,2.0,14.0,3.135548477,101.6109459,3.0,2016-02-11 11:19:16,Wednesday,10,26.37
malay,female,moderate,56.0,no,no_kids,small,green,casual,black ,short_sleeve,white,short,blankets,4,9,no,43.0,4.0,21.0,3.095138496,101.6591469,1.0,2016-02-11 11:52:06,Wednesday,10,26.37
malay,female,moderate,38.0,no,no_kids,small,yellow,traditional,purple,long sleeve,brown,long,blankets,6,9,yes,51.0,2.0,20.0,3.036183822,101.3851398,3.0,2016-02-11 12:03:40,Wednesday,10,26.37
malay,male,moderate,51.0,no,no_kids,big,orange,traditional,white,short_sleeve,black,long,clothes,6,9,no,50.0,3.0,15.0,3.129167947,101.7381292,2.0,2016-02-11 12:58:16,Wednesday,10,26.37
malay,male,fat,45.0,yes,toddler,small,blue,traditional,orange,short_sleeve,orange,short,clothes,6,7,no,18.0,4.0,21.0,3.106632651,101.6766203,3.0,2016-02-11 13:29:21,Wednesday,10,26.37
malay,male,moderate,22.0,yes,young,big,green,casual,white,long sleeve,black,long,blankets,4,7,yes,21.0,2.0,16.0,3.104303842,101.7737927,2.0,2016-02-11 13:58:11,Wednesday,10,26.37
foreigner ,male,fat,51.0,no,no_kids,big,green,traditional,green,long sleeve,black ,long,clothes,4,7,yes,59.0,3.0,8.0,3.153483916,101.5890958,1.0,2016-02-11 14:40:04,Wednesday,10,26.37
malay,male,moderate,42.0,yes,toddler ,big,blue,formal,pink,long sleeve,purple,short,blankets,6,8,no,57.0,4.0,9.0,3.075763148,101.611655,1.0,2016-02-11 15:01:26,Wednesday,10,26.37
malay,male,thin,59.0,yes,young,small,black,formal,orange,short_sleeve,black ,long,blankets,5,9,no,23.0,2.0,18.0,3.022853025,101.4280238,1.0,2016-02-11 15:06:42,Wednesday,10,26.37
chinese,female,moderate,37.0,no,no_kids,small,brown,traditional,white,short_sleeve,grey,short,clothes,6,8,yes,27.0,3.0,8.0,3.035718804,101.4528315,1.0,2016-02-11 15:36:05,Wednesday,10,26.37
chinese,male,thin,54.0,yes,toddler,small,brown,casual,brown,short_sleeve,blue,long,blankets,5,10,yes,35.0,3.0,14.0,3.121295067,101.6655897,1.0,2016-02-11 15:41:51,Wednesday,10,26.37
indian,female,thin,54.0,yes,young,big,purple,formal,purple,short_sleeve,green,long,clothes,6,7,no,34.0,1.0,8.0,3.030694938,101.4917474,1.0,2016-02-11 15:50:02,Wednesday,10,26.37
chinese,female,fat,52.0,yes,toddler,big,pink,casual,black,long sleeve,pink,long,clothes,5,9,no,59.0,0.0,21.0,3.123941926,101.681432,1.0,2016-02-11 16:35:33,Wednesday,15,26.37
chinese,male,fat,49.0,yes,toddler,small,pink,casual,grey,short_sleeve,green,long,clothes,6,8,yes,52.0,4.0,17.0,3.125923659,101.6802034,3.0,2016-02-11 18:57:25,Wednesday,25,26.37
chinese,male,fat,43.0,yes,young,small,green,traditional,red,short_sleeve,black ,short,blankets,3,7,yes,16.0,0.0,18.0,3.037295135,101.4893024,2.0,2016-02-11 20:14:28,Wednesday,35,26.37
malay,male,fat,32.0,yes,young,big,black,casual,blue,long sleeve,black ,long,clothes,4,10,no,60.0,3.0,8.0,3.002677071,101.4991887,1.0,2016-02-11 22:13:18,Wednesday,45,26.37
chinese,male,moderate,24.0,no,no_kids,small,yellow,casual,pink,short_sleeve,red,long,clothes,5,9,no,56.0,3.0,9.0,3.01082437,101.3966642,2.0,2016-02-11 22:20:06,Wednesday,45,26.37
foreigner ,female,moderate,57.0,no,no_kids,big,grey,traditional,blue,long sleeve,grey,short,clothes,4,7,yes,19.0,5.0,17.0,3.088352558,101.5478676,2.0,2016-02-11 22:28:31,Wednesday,45,26.37
malay,male,fat,52.0,no,no_kids,small,black,casual,orange,short_sleeve,red,long,blankets,6,7,no,12.0,5.0,16.0,3.126007666,101.6560907,3.0,2016-02-12 00:29:28,Friday,60,7.14
foreigner ,female,thin,31.0,no,no_kids,big,purple,formal,white,short_sleeve,blue_jeans,short,clothes,6,7,yes,18.0,4.0,9.0,3.09647017,101.6730807,1.0,2016-02-12 01:22:04,Friday,55,7.14
indian,male,thin,55.0,yes,toddler,small,purple,casual,grey,long sleeve,green,short,clothes,5,8,yes,52.0,0.0,8.0,3.035426308,101.5211162,1.0,2016-02-12 02:18:49,Friday,45,7.14
malay,female,thin,27.0,yes,toddler ,big,purple,traditional,white,short_sleeve,blue_jeans,short,clothes,6,10,no,44.0,1.0,20.0,3.151167325,101.7503571,3.0,2016-02-12 02:24:10,Friday,45,7.14
foreigner ,female,moderate,50.0,no,no_kids,big,blue,casual,brown,long sleeve,yellow,long,clothes,5,7,yes,48.0,5.0,9.0,3.183586297,101.7046907,2.0,2016-02-12 02:46:06,Friday,45,7.14
chinese,male,moderate,47.0,no,no_kids,small,pink,formal,white,long sleeve,blue,long,clothes,6,8,no,48.0,3.0,14.0,3.140927636,101.5824651,3.0,2016-02-12 03:54:31,Friday,45,7.14
indian,male,fat,32.0,no,no_kids,small,white,casual,white,long sleeve,purple,long,clothes,6,9,no,30.0,2.0,12.0,3.076906072,101.6833717,1.0,2016-02-12 04:15:32,Friday,55,7.14
foreigner ,female,moderate,40.0,no,no_kids,big,pink,casual,black,long sleeve,blue_jeans,long,blankets,6,8,yes,30.0,4.0,21.0,3.091067628,101.4521505,1.0,2016-02-12 04:37:10,Friday,55,7.14
indian,female,fat,26.0,yes,baby,small,black,casual,yellow,long sleeve,orange,short,blankets,6,9,yes,57.0,0.0,21.0,3.13300072,101.5591986,1.0,2016-02-12 05:09:10,Friday,45,7.14
chinese,male,moderate,43.0,no,no_kids,big,grey,formal,pink,short_sleeve,black ,short,clothes,6,8,no,27.0,2.0,19.0,3.154172423,101.7184351,2.0,2016-02-12 05:49:03,Friday,45,7.14
chinese,male,moderate,57.0,no,no_kids,small,brown,traditional,white,short_sleeve,blue_jeans,long,clothes,6,9,yes,28.0,1.0,16.0,3.101487516,101.6933698,2.0,2016-02-12 05:50:41,Friday,45,7.14
chinese,female,fat,59.0,no,no_kids,small,pink,casual,blue,long sleeve,blue,long,blankets,5,9,no,25.0,4.0,16.0,2.985961493,101.4054554,2.0,2016-02-12 06:53:23,Friday,55,7.14
indian,female,fat,50.0,no,no_kids,small,grey,traditional,green,short_sleeve,orange,short,blankets,6,9,no,51.0,5.0,12.0,3.164037396,101.7580409,1.0,2016-02-12 07:22:21,Friday,50,7.14
indian,male,fat,18.0,no,no_kids,small,brown,casual,blue,long sleeve,red,short,blankets,4,8,no,12.0,0.0,11.0,3.101973668,101.6540436,3.0,2016-02-12 07:22:45,Friday,50,7.14
malay,female,thin,57.0,no,no_kids,big,yellow,traditional,purple,short_sleeve,blue ,long,blankets,3,7,no,28.0,0.0,21.0,3.110617552,101.6873251,1.0,2016-02-12 07:34:45,Friday,50,7.14
malay,female,thin,27.0,no,no_kids,small,brown,traditional,blue,long sleeve,black,long,clothes,6,10,yes,13.0,5.0,16.0,3.071336234,101.6256139,2.0,2016-02-12 08:14:24,Friday,40,7.14
foreigner ,male,thin,38.0,no,no_kids,big,white,casual,brown,long sleeve,blue,short,blankets,5,8,yes,49.0,2.0,8.0,3.136091011,101.7024656,2.0,2016-02-12 08:51:16,Friday,40,7.14
chinese,female,moderate,21.0,no,no_kids,big,brown,traditional,black,short_sleeve,blue  ,short,blankets,6,9,no,54.0,5.0,10.0,3.084862938,101.4669374,1.0,2016-02-12 08:51:40,Friday,40,7.14
malay,male,moderate,39.0,yes,toddler,big,brown,casual,brown,short_sleeve,blue,long,blankets,6,8,no,37.0,4.0,8.0,3.182296207,101.7195195,3.0,2016-02-12 09:09:11,Friday,35,7.14
indian,female,moderate,21.0,no,no_kids,big,blue,casual,orange,short_sleeve,red,long,clothes,5,7,yes,25.0,1.0,8.0,3.100624066,101.7474597,1.0,2016-02-12 10:02:04,Friday,30,7.14
indian,male,moderate,49.0,yes,young,small,red,traditional,white,short_sleeve,red,short,blankets,4,10,no,37.0,4.0,17.0,3.16984562,101.6113231,1.0,2016-02-12 10:36:55,Friday,30,7.14
foreigner ,female,fat,26.0,no,no_kids,big,white,formal,yellow,short_sleeve,blue,short,clothes,5,8,yes,44.0,4.0,16.0,3.144638297,101.7331698,2.0,2016-02-12 10:40:43,Friday,30,7.14
foreigner ,female,fat,24.0,no,no_kids,big,purple,casual,black ,short_sleeve,grey,short,blankets,5,9,no,58.0,1.0,13.0,3.164127715,101.7800341,2.0,2016-02-12 10:44:40,Friday,30,7.14
malay,male,fat,33.0,yes,toddler ,big,red,traditional,orange,short_sleeve,blue ,long,clothes,4,7,yes,32.0,0.0,8.0,3.088520542,101.6948912,2.0,2016-02-12 11:27:43,Friday,25,7.14
foreigner ,male,thin,49.0,no,no_kids,small,pink,formal,black ,short_sleeve,blue ,long,blankets,5,8,yes,26.0,5.0,12.0,3.090614071,101.7591344,2.0,2016-02-12 14:14:17,Friday,25,7.14
foreigner ,female,fat,25.0,yes,toddler,small,brown,casual,yellow,long sleeve,black,short,clothes,5,9,yes,54.0,1.0,8.0,3.099985944,101.5915969,2.0,2016-02-12 14:18:43,Friday,25,7.14
chinese,female,fat,57.0,no,no_kids,small,black,casual,blue,long sleeve,black,long,clothes,6,8,yes,57.0,2.0,13.0,3.011299099,101.4392819,1.0,2016-02-12 16:06:23,Friday,20,7.14
chinese,female,moderate,21.0,no,no_kids,big,white,traditional,purple,short_sleeve,red,short,clothes,4,10,yes,29.0,5.0,20.0,3.13599604,101.716295,1.0,2016-02-12 19:47:45,Friday,30,7.14
foreigner ,male,fat,56.0,no,no_kids,small,black,traditional,pink,short_sleeve,orange,short,blankets,4,8,no,25.0,0.0,11.0,3.067029582,101.61099,2.0,2016-02-12 20:06:47,Friday,40,7.14
foreigner ,female,moderate,32.0,no,no_kids,small,purple,traditional,green,long sleeve,pink,long,clothes,6,9,no,13.0,0.0,11.0,3.070435433,101.466936,3.0,2016-02-12 22:22:55,Friday,65,7.14
chinese,female,thin,55.0,no,no_kids,big,pink,traditional,pink,short_sleeve,brown,short,blankets,6,7,no,42.0,0.0,19.0,3.106402844,101.6991225,2.0,2016-02-13 00:24:34,Saturday,95,7.63
indian,female,thin,38.0,no,no_kids,small,green,casual,orange,short_sleeve,blue ,long,clothes,5,9,yes,22.0,5.0,7.0,3.097206262,101.6578924,2.0,2016-02-13 00:38:51,Saturday,95,7.63
malay,male,moderate,48.0,no,no_kids,big,orange,traditional,black ,long sleeve,orange,long,clothes,6,7,yes,56.0,2.0,11.0,3.086678399,101.4845742,1.0,2016-02-13 01:06:22,Saturday,80,7.63
chinese,female,fat,52.0,yes,toddler ,small,purple,formal,orange,long sleeve,blue,long,clothes,4,8,yes,20.0,0.0,17.0,3.088763891,101.6613488,1.0,2016-02-13 01:32:11,Saturday,80,7.63
foreigner ,male,moderate,48.0,no,no_kids,small,red,formal,yellow,long sleeve,pink,long,blankets,4,9,no,41.0,3.0,21.0,3.087930195,101.6599809,3.0,2016-02-13 02:15:05,Saturday,70,7.63
indian,female,fat,44.0,yes,toddler ,small,white,casual,brown,short_sleeve,orange,short,blankets,3,8,yes,22.0,0.0,18.0,3.092546299,101.4646773,3.0,2016-02-13 03:14:47,Saturday,60,7.63
chinese,female,fat,32.0,yes,toddler,small,pink,formal,grey,short_sleeve,purple,short,blankets,5,7,no,39.0,3.0,16.0,3.062070931,101.6519427,1.0,2016-02-13 03:25:35,Saturday,60,7.63
foreigner ,female,moderate,31.0,no,no_kids,small,red,traditional,black ,short_sleeve,blue_jeans,long,clothes,6,7,no,14.0,4.0,21.0,3.149600556,101.5740041,2.0,2016-02-13 05:21:24,Saturday,70,7.63
chinese,female,fat,58.0,no,no_kids,small,purple,casual,white,short_sleeve,black ,short,blankets,4,8,yes,39.0,0.0,7.0,3.138717194,101.7032866,1.0,2016-02-13 05:33:33,Saturday,70,7.63
foreigner ,male,fat,40.0,yes,toddler ,big,blue,casual,yellow,short_sleeve,black,long,clothes,4,10,yes,29.0,4.0,14.0,3.103927277,101.7035205,3.0,2016-02-13 06:42:41,Saturday,40,7.63
foreigner ,male,moderate,40.0,yes,baby,big,pink,casual,red,long sleeve,white,long,blankets,4,7,yes,32.0,5.0,21.0,3.011712361,101.4811891,2.0,2016-02-13 06:49:16,Saturday,40,7.63
malay,female,fat,25.0,no,no_kids,big,white,formal,pink,short_sleeve,blue_jeans,short,clothes,4,8,no,26.0,5.0,16.0,3.140175728,101.5948634,1.0,2016-02-13 06:54:37,Saturday,40,7.63
foreigner ,male,fat,33.0,yes,toddler ,small,brown,formal,purple,short_sleeve,blue ,long,clothes,4,9,yes,44.0,5.0,10.0,3.038580226,101.4681271,3.0,2016-02-13 08:45:18,Saturday,30,7.63
malay,male,moderate,36.0,no,no_kids,big,grey,traditional,blue,short_sleeve,red,long,blankets,5,8,no,51.0,4.0,14.0,3.044465184,101.4585792,2.0,2016-02-13 08:49:42,Saturday,30,7.63
chinese,female,fat,26.0,no,no_kids,big,grey,traditional,pink,short_sleeve,blue ,short,blankets,6,9,no,46.0,5.0,12.0,3.095060856,101.4674691,1.0,2016-02-13 09:11:21,Saturday,25,7.63
indian,female,moderate,29.0,no,no_kids,small,pink,casual,orange,long sleeve,grey,long,blankets,4,7,no,42.0,4.0,16.0,3.138725363,101.7348033,3.0,2016-02-13 10:32:11,Saturday,25,7.63
chinese,female,moderate,37.0,no,no_kids,big,blue,casual,red,long sleeve,blue ,short,clothes,6,8,yes,31.0,5.0,10.0,3.07574468,101.4706982,1.0,2016-02-13 11:14:26,Saturday,25,7.63
foreigner ,male,fat,54.0,no,no_kids,big,purple,casual,black,short_sleeve,grey,long,blankets,3,8,no,28.0,1.0,10.0,3.059996961,101.4646159,1.0,2016-02-13 11:43:10,Saturday,25,7.63
chinese,male,fat,22.0,yes,toddler ,small,purple,formal,orange,long sleeve,blue ,short,clothes,6,7,no,51.0,2.0,14.0,3.081913638,101.6590136,3.0,2016-02-13 12:01:49,Saturday,30,7.63
chinese,female,thin,27.0,yes,toddler ,small,green,casual,blue,long sleeve,black,long,blankets,5,10,no,42.0,0.0,10.0,3.003288351,101.4353184,2.0,2016-02-13 12:27:33,Saturday,30,7.63
indian,female,fat,37.0,yes,young,small,red,casual,pink,short_sleeve,red,short,blankets,6,7,no,26.0,0.0,19.0,3.170290102,101.5803748,3.0,2016-02-13 13:55:18,Saturday,30,7.63
malay,female,fat,52.0,no,no_kids,small,yellow,traditional,grey,short_sleeve,blue,long,blankets,6,8,yes,51.0,5.0,9.0,3.024639666,101.5244598,2.0,2016-02-13 14:09:00,Saturday,35,7.63
malay,female,moderate,53.0,no,no_kids,small,red,traditional,white,long sleeve,red,short,clothes,5,8,no,34.0,3.0,11.0,3.125917516,101.7673874,1.0,2016-02-13 14:22:40,Saturday,35,7.63
malay,male,fat,56.0,yes,young,big,purple,casual,pink,long sleeve,blue_jeans,long,blankets,3,9,no,25.0,5.0,8.0,3.09828719,101.7003554,3.0,2016-02-13 15:08:16,Saturday,35,7.63
chinese,female,fat,36.0,no,no_kids,big,purple,casual,white,short_sleeve,brown,long,clothes,3,10,no,43.0,2.0,18.0,3.020929384,101.4116249,2.0,2016-02-13 15:50:28,Saturday,35,7.63
malay,female,fat,53.0,no,no_kids,small,pink,formal,yellow,short_sleeve,pink,long,blankets,3,8,yes,47.0,4.0,17.0,3.06857843,101.5469302,1.0,2016-02-13 16:42:26,Saturday,35,7.63
chinese,male,moderate,58.0,yes,toddler,small,pink,traditional,yellow,short_sleeve,blue,long,blankets,6,10,no,52.0,5.0,18.0,3.052527534,101.6526443,3.0,2016-02-13 17:16:37,Saturday,35,7.63
foreigner ,female,fat,30.0,no,no_kids,big,green,traditional,black,short_sleeve,brown,short,clothes,4,7,no,50.0,0.0,9.0,3.093598569,101.5231154,2.0,2016-02-13 17:32:15,Saturday,35,7.63
indian,male,fat,25.0,no,no_kids,small,grey,formal,green,short_sleeve,white,short,clothes,6,7,yes,28.0,2.0,10.0,2.995757287,101.4065114,1.0,2016-02-13 19:03:04,Saturday,45,7.63
foreigner ,female,thin,50.0,yes,toddler,big,orange,formal,black ,short_sleeve,white,long,clothes,5,9,no,24.0,2.0,13.0,3.110733907,101.6689498,3.0,2016-02-13 19:58:25,Saturday,45,7.63
chinese,male,moderate,19.0,no,no_kids,small,white,casual,brown,long sleeve,grey,long,clothes,3,8,yes,58.0,3.0,11.0,3.137255255,101.6771818,2.0,2016-02-13 22:19:42,Saturday,90,7.63
indian,male,fat,22.0,yes,toddler ,big,blue,traditional,purple,short_sleeve,purple,long,clothes,5,8,no,54.0,0.0,19.0,3.03606566,101.5217481,2.0,2016-02-14 00:03:17,Sunday,65,4.95
malay,male,fat,47.0,no,no_kids,small,yellow,traditional,orange,short_sleeve,red,short,blankets,6,7,yes,39.0,5.0,7.0,3.092437286,101.4579158,2.0,2016-02-14 00:45:51,Sunday,65,4.95
foreigner ,male,thin,36.0,yes,baby,big,pink,casual,black ,short_sleeve,black,short,clothes,4,9,yes,21.0,0.0,10.0,3.160884514,101.5876709,1.0,2016-02-14 01:37:07,Sunday,70,4.95
indian,female,thin,52.0,no,no_kids,big,blue,casual,brown,short_sleeve,blue ,long,clothes,4,10,no,56.0,0.0,16.0,3.180444121,101.5565652,3.0,2016-02-14 01:49:31,Sunday,70,4.95
indian,male,thin,51.0,yes,young,big,grey,traditional,orange,short_sleeve,pink,long,blankets,4,8,yes,28.0,4.0,21.0,3.088542257,101.4140025,3.0,2016-02-14 02:56:32,Sunday,70,4.95
chinese,male,moderate,60.0,yes,baby,big,grey,traditional,blue,short_sleeve,purple,short,blankets,5,8,no,49.0,0.0,14.0,3.143155552,101.7012484,1.0,2016-02-14 03:10:14,Sunday,70,4.95
malay,female,moderate,44.0,no,no_kids,big,green,traditional,red,long sleeve,purple,short,blankets,6,9,no,27.0,3.0,8.0,3.172276609,101.7122531,2.0,2016-02-14 03:17:50,Sunday,70,4.95
chinese,male,fat,39.0,no,no_kids,small,green,formal,black ,short_sleeve,white,short,blankets,6,9,yes,23.0,0.0,11.0,3.117201373,101.6979021,3.0,2016-02-14 03:25:51,Sunday,70,4.95
indian,male,thin,55.0,no,no_kids,small,red,formal,black ,long sleeve,grey,short,clothes,5,9,no,34.0,2.0,7.0,3.09084931,101.753663,2.0,2016-02-14 05:07:39,Sunday,50,4.95
foreigner ,female,moderate,26.0,no,no_kids,small,red,traditional,white,short_sleeve,blue ,short,clothes,3,10,no,26.0,3.0,7.0,3.014212736,101.5535958,2.0,2016-02-14 05:24:35,Sunday,50,4.95
malay,female,thin,28.0,yes,toddler ,big,black,formal,red,long sleeve,yellow,long,clothes,4,9,yes,24.0,1.0,14.0,3.112870226,101.7030075,2.0,2016-02-14 07:18:54,Sunday,65,4.95
foreigner ,male,thin,52.0,yes,young,small,purple,formal,black,long sleeve,orange,short,blankets,4,7,yes,49.0,4.0,21.0,3.107927468,101.6954349,2.0,2016-02-14 08:48:33,Sunday,60,4.95
foreigner ,female,thin,25.0,yes,toddler,big,black,formal,yellow,short_sleeve,black ,short,clothes,5,9,no,29.0,0.0,14.0,3.093088331,101.5807409,3.0,2016-02-14 09:41:02,Sunday,55,4.95
foreigner ,female,fat,40.0,yes,baby,small,yellow,casual,black,long sleeve,blue  ,long,clothes,3,10,no,39.0,4.0,21.0,3.085880328,101.6936322,1.0,2016-02-14 10:02:52,Sunday,50,4.95
malay,male,moderate,33.0,no,no_kids,small,grey,casual,blue,short_sleeve,white,short,clothes,3,10,yes,33.0,1.0,8.0,3.071068894,101.5549569,2.0,2016-02-14 10:13:17,Sunday,50,4.95
chinese,female,moderate,37.0,no,no_kids,big,pink,casual,orange,short_sleeve,white,long,clothes,6,8,no,47.0,4.0,18.0,2.985742878,101.5441475,3.0,2016-02-14 11:02:16,Sunday,45,4.95
foreigner ,male,fat,40.0,no,no_kids,small,yellow,casual,white,short_sleeve,blue  ,short,blankets,3,9,no,34.0,1.0,20.0,2.992140806,101.5259001,3.0,2016-02-14 11:56:55,Sunday,45,4.95
